p sp 32768 524288
a 2 586 77
a 2 11266 28
a 2 4184 20
a 2 20626 25
a 2 2054 80
a 2 10282 10
a 2 8210 55
a 2 9262 12
a 2 24578 41
a 2 650 28
a 2 8994 97
a 2 2260 69
a 2 25646 45
a 2 8646 33
a 2 234 49
a 2 16610 13
a 2 17486 80
a 2 104 68
a 2 8266 91
a 2 1398 35
a 2 9220 82
a 2 17016 38
a 2 16592 91
a 2 1556 94
a 2 2838 25
a 2 26634 77
a 2 4238 83
a 2 8330 85
a 2 6422 66
a 2 24642 2
a 2 1282 9
a 2 402 88
a 2 6324 47
a 2 1162 19
a 2 2354 75
a 2 4606 51
a 2 6274 17
a 2 12802 16
a 2 9546 66
a 2 20580 78
a 2 1508 29
a 2 1030 24
a 2 1154 55
a 2 9226 24
a 2 9420 84
a 2 1226 14
a 2 2564 89
a 2 16394 7
a 2 21862 78
a 2 1650 48
a 2 16734 90
a 2 17346 4
a 2 17042 86
a 2 566 44
a 2 2178 33
a 2 1032 32
a 2 14858 41
a 2 17958 73
a 2 6292 88
a 2 6018 60
a 2 3084 77
a 2 12554 49
a 2 1362 23
a 2 6276 98
a 2 4550 12
a 2 22730 26
a 2 5016 68
a 2 26902 61
a 2 29192 61
a 2 11746 38
a 2 52 81
a 2 352 67
a 2 266 71
a 2 4436 95
a 2 22580 99
a 2 174 0
a 2 18466 12
a 2 44 57
a 2 350 93
a 2 9364 24
a 2 594 88
a 2 10370 59
a 2 1026 99
a 2 11344 88
a 2 514 86
a 2 7752 2
a 2 8530 4
a 2 18440 89
a 2 566 78
a 2 8578 68
a 2 650 51
a 2 12802 82
a 2 5368 98
a 2 584 38
a 2 5234 5
a 2 260 63
a 2 28886 74
a 2 330 70
a 2 2694 72
a 2 17812 96
a 2 132 62
a 2 4684 81
a 2 18444 97
a 2 4100 96
a 2 5278 42
a 2 2590 93
a 2 390 67
a 2 4682 97
a 2 6786 20
a 2 15258 17
a 2 3090 53
a 2 4166 85
a 2 1996 16
a 2 242 0
a 2 4610 85
a 2 38 73
a 2 2446 81
a 2 776 22
a 2 680 31
a 2 4636 15
a 2 12570 55
a 2 17426 89
a 2 4496 58
a 2 4898 27
a 2 3180 58
a 2 12752 64
a 2 9354 49
a 2 10262 86
a 2 30724 56
a 2 98 66
a 2 24610 21
a 2 5634 93
a 2 7170 33
a 2 8270 31
a 2 152 39
a 2 6318 34
a 2 12426 88
a 2 2058 90
a 2 17032 74
a 2 4994 95
a 2 17708 79
a 2 6756 91
a 2 10372 19
a 2 2068 84
a 2 8216 59
a 2 16676 59
a 2 2602 41
a 2 17734 26
a 2 4900 69
a 2 20486 79
a 2 8306 68
a 2 9218 61
a 2 210 92
a 2 366 34
a 2 4006 39
a 2 11394 18
a 2 12626 76
a 2 4622 32
a 2 20618 44
a 2 24580 42
a 2 3460 92
a 2 3340 64
a 2 2164 76
a 2 8782 23
a 2 4138 39
a 2 1078 97
a 2 27714 12
a 2 16434 60
a 2 9492 14
a 2 26638 12
a 2 2182 38
a 2 12302 75
a 2 10272 1
a 2 4248 69
a 2 4170 64
a 2 2118 39
a 2 268 57
a 2 3336 55
a 2 4868 83
a 2 8206 73
a 2 8334 64
a 2 2118 65
a 2 1288 16
a 2 520 24
a 2 784 31
a 2 468 37
a 2 8820 46
a 2 4404 60
a 2 522 92
a 2 12422 36
a 2 4322 22
a 2 10506 93
a 2 16438 20
a 2 16898 88
a 2 6 94
a 2 3662 38
a 2 23308 78
a 2 9498 59
a 2 5690 64
a 2 378 3
a 2 8316 85
a 2 17672 33
a 2 4786 6
a 2 13322 99
a 2 654 73
a 2 11272 73
a 2 10246 36
a 2 13442 12
a 2 5670 49
a 2 2052 93
a 2 6420 44
a 2 12930 20
a 2 1132 10
a 2 26692 29
a 2 3592 3
a 2 708 43
a 2 2474 51
a 2 196 24
a 2 666 73
a 2 16480 96
a 2 6718 38
a 2 240 75
a 2 2692 9
a 2 5418 61
a 2 20882 10
a 2 5560 75
a 2 8274 15
a 2 1084 52
a 2 4818 36
a 2 2210 72
a 2 3090 79
a 2 12292 7
a 2 8290 85
a 2 6262 6
a 2 8322 83
a 2 1878 58
a 2 2258 65
a 2 2698 21
a 2 246 37
a 2 15334 88
a 2 25522 0
a 2 1226 41
a 2 11514 31
a 2 534 75
a 2 8484 37
a 2 3250 65
a 2 10634 38
a 2 20546 77
a 2 4132 60
a 2 17414 59
a 2 9788 11
a 2 774 4
a 2 202 52
a 2 5198 85
a 2 1300 2
a 2 12866 61
a 2 21826 92
a 2 16430 34
a 2 226 6
a 2 26818 41
a 2 10562 8
a 2 7276 39
a 2 8194 97
a 2 3680 40
a 2 6 98
a 2 2598 82
a 2 6156 90
a 2 4332 49
a 2 36 76
a 2 8226 63
a 2 1030 31
a 2 4124 81
a 2 38 89
a 2 4174 85
a 2 29222 44
a 2 3140 97
a 2 1252 56
a 2 20548 89
a 2 2322 10
a 2 7148 67
a 2 3674 20
a 2 21162 74
a 2 636 90
a 2 8332 24
a 2 10546 32
a 2 28678 18
a 2 4106 92
a 2 20504 23
a 2 8454 51
a 2 3548 44
a 2 6442 78
a 2 14594 66
a 2 8278 30
a 2 294 19
a 2 6162 60
a 2 1218 42
a 2 9766 27
a 2 1070 12
a 2 16500 92
a 2 10566 4
a 2 10888 74
a 2 24706 85
a 2 4116 44
a 2 25666 23
a 2 4116 85
a 2 4420 20
a 2 326 87
a 2 16418 44
a 2 8842 18
a 2 6678 66
a 2 24824 33
a 2 8554 99
a 2 1986 97
a 2 8532 6
a 2 2094 45
a 2 6404 70
a 2 7428 46
a 2 12586 91
a 2 12340 85
a 2 21572 37
a 2 4304 88
a 2 14350 52
a 2 2944 99
a 2 9858 70
a 2 2562 81
a 2 18132 21
a 2 13470 28
a 2 338 39
a 2 6542 14
a 2 17666 57
a 2 4110 92
a 2 4722 29
a 2 24776 31
a 2 8918 57
a 2 10370 83
a 2 9110 16
a 2 1410 59
a 2 22534 69
a 2 2198 85
a 2 136 86
a 2 18226 38
a 2 13572 44
a 2 5394 91
a 2 20870 94
a 2 18780 13
a 2 10522 30
a 2 110 88
a 2 19970 90
a 2 5300 13
a 2 4488 6
a 2 2698 91
a 2 12738 24
a 2 19602 28
a 2 25098 14
a 2 2084 61
a 2 16562 15
a 2 50 88
a 2 21676 24
a 2 9346 63
a 2 5174 42
a 2 24898 96
a 2 17638 67
a 2 5456 80
a 2 22692 85
a 2 1118 77
a 2 13330 45
a 2 8626 93
a 2 5380 77
a 2 5380 79
a 2 9362 87
a 2 16902 32
a 2 554 2
a 2 3526 32
a 2 8346 92
a 2 554 69
a 2 1158 92
a 2 5232 4
a 2 17474 68
a 2 2314 11
a 2 40 78
a 2 16444 42
a 2 14384 51
a 2 16906 55
a 2 3294 78
a 2 20492 77
a 2 1304 74
a 2 5284 94
a 2 26404 72
a 2 20738 51
a 2 3704 5
a 2 588 58
a 2 23078 65
a 2 9350 67
a 2 13324 18
a 2 98 97
a 2 12820 76
a 2 8462 22
a 2 5478 68
a 2 1066 75
a 2 388 56
a 2 2232 9
a 2 580 72
a 2 8244 41
a 2 2438 34
a 2 302 45
a 2 4426 19
a 2 2308 94
a 2 258 76
a 2 9218 91
a 2 8390 90
a 2 4756 48
a 2 4614 50
a 2 12346 41
a 2 5604 67
a 2 18436 2
a 2 2184 78
a 2 10248 93
a 2 1148 1
a 2 1182 55
a 2 8770 73
a 2 11784 61
a 2 8208 75
a 2 300 18
a 2 11672 58
a 2 25092 13
a 2 7556 4
a 2 12428 37
a 2 1560 67
a 2 54 98
a 2 432 58
a 2 2632 0
a 2 28694 89
a 2 25186 95
a 2 23716 32
a 2 2050 99
a 2 8732 81
a 2 14910 51
a 2 16 36
a 2 29258 34
a 2 24202 48
a 2 24722 80
a 2 228 60
a 2 7430 18
a 2 13826 5
a 2 1796 26
a 2 12440 24
a 2 4806 47
a 2 9346 79
a 2 3910 6
a 2 102 86
a 2 14498 97
a 2 20642 46
a 2 78 97
a 2 3082 64
a 2 1184 46
a 2 12296 54
a 2 24842 34
a 2 21142 44
a 2 2210 89
a 2 20906 94
a 2 1204 5
a 2 6854 46
a 2 3108 15
a 2 8468 32
a 2 5322 89
a 2 20538 38
a 2 25860 60
a 2 1638 49
a 2 8204 70
a 2 20 97
a 2 9220 87
a 2 7430 63
a 2 10754 29
a 2 368 92
a 2 6626 30
a 2 10290 72
a 2 1274 99
a 2 1804 47
a 2 276 43
a 2 834 12
a 2 10 88
a 2 17558 53
a 2 1190 80
a 2 2162 47
a 2 660 26
a 2 1038 1
a 2 9602 49
a 2 9322 82
a 2 3234 46
a 2 8530 44
a 2 2594 70
a 2 10 93
a 2 638 1
a 2 24980 65
a 2 8468 94
a 2 4112 33
a 2 20290 33
a 2 1004 69
a 2 6538 59
a 2 4366 79
a 2 460 36
a 2 524 54
a 2 1314 99
a 2 21514 9
a 2 114 40
a 2 5682 96
a 2 25014 12
a 2 2950 96
a 2 3102 20
a 2 16588 50
a 2 1102 2
a 2 10404 78
a 2 7366 78
a 2 1452 11
a 2 6194 21
a 2 2154 58
a 2 14658 26
a 2 6822 3
a 2 5256 38
a 2 12294 49
a 2 2310 47
a 2 4194 16
a 2 4744 79
a 2 1064 8
a 2 2218 21
a 2 2564 90
a 2 6476 47
a 2 4612 24
a 2 21382 31
a 2 4354 11
a 2 2216 17
a 2 19468 36
a 2 70 66
a 2 28722 18
a 2 7406 45
a 2 6214 30
a 2 1892 55
a 2 4176 62
a 2 4930 63
a 2 2700 14
a 2 8226 72
a 2 270 96
a 2 9274 22
a 2 22838 90
a 2 21688 32
a 2 17674 62
a 2 13378 33
a 2 664 86
a 2 1698 28
a 2 4766 90
a 2 10306 52
a 2 18758 45
a 2 2588 22
a 2 23558 93
a 2 8658 33
a 2 10792 62
a 2 4746 39
a 2 4172 50
a 2 6342 27
a 2 16398 67
a 2 7714 93
a 2 4326 78
a 2 9370 6
a 2 4188 40
a 2 8528 85
a 2 18094 20
a 2 4272 86
a 2 562 13
a 2 1550 54
a 2 8578 71
a 2 4402 87
a 2 16526 54
a 2 1538 62
a 2 16740 63
a 2 31378 33
a 2 34 94
a 2 12464 80
a 2 3610 78
a 2 86 32
a 2 3330 51
a 2 2120 22
a 2 19138 63
a 2 1618 68
a 2 724 19
a 2 426 89
a 2 24586 73
a 2 6274 66
a 2 19008 41
a 2 4738 41
a 2 24994 92
a 2 16428 75
a 2 6246 4
a 2 8262 6
a 2 2190 58
a 2 11178 6
a 2 6658 18
a 2 9476 25
a 2 22602 10
a 2 17002 92
a 2 12434 11
a 2 4514 95
a 2 90 92
a 2 8066 6
a 2 1996 59
a 2 2502 38
a 2 8770 83
a 2 19562 61
a 2 2186 93
a 2 8262 63
a 2 4548 31
a 2 9554 3
a 2 906 66
a 2 2170 42
a 2 2890 22
a 2 6858 24
a 2 6882 50
a 2 66 79
a 2 1754 40
a 2 14666 57
a 2 9510 50
a 2 5276 39
a 2 190 26
a 2 29700 35
a 2 7766 50
a 2 16430 46
a 2 742 52
a 2 6306 40
a 2 166 96
a 2 28834 57
a 2 21768 55
a 2 20866 0
a 2 22850 96
a 2 2620 23
a 2 26694 41
a 2 7624 32
a 2 30722 60
a 2 19266 89
a 2 10340 40
a 2 344 22
a 2 8452 12
a 2 19462 88
a 2 264 49
a 2 16426 92
a 2 8742 66
a 2 4330 84
a 2 11790 58
a 2 820 78
a 2 3716 75
a 2 26706 6
a 2 582 47
a 2 6554 36
a 2 14 84
a 2 4378 71
a 2 20666 48
a 2 2114 65
a 2 1548 65
a 2 72 74
a 2 6310 45
a 2 2706 88
a 2 8562 81
a 2 12674 3
a 2 174 77
a 2 1750 64
a 2 4804 88
a 2 23622 75
a 2 7202 59
a 2 4136 0
a 2 12560 57
a 2 10250 68
a 2 2328 88
a 2 25218 36
a 2 16838 81
a 2 8580 19
a 2 4450 73
a 2 4244 79
a 2 16654 21
a 2 2330 84
a 2 8324 60
a 2 260 85
a 2 1598 75
a 2 618 66
a 2 2626 28
a 2 1422 35
a 2 5128 85
a 2 20662 4
a 2 582 49
a 2 2212 52
a 2 1284 21
a 2 11266 69
a 2 8848 65
a 2 858 83
a 2 56 47
a 2 8338 71
a 2 354 38
a 2 642 80
a 2 1074 0
a 2 6978 81
a 2 4260 47
a 2 16696 51
a 2 902 35
a 2 4 48
a 2 11922 33
a 2 16992 58
a 2 9684 91
a 2 2998 59
a 2 22562 24
a 2 6088 87
a 2 320 58
a 2 8232 33
a 2 14430 49
a 2 1306 86
a 2 11542 22
a 2 20682 49
a 2 4574 83
a 2 19980 4
a 2 8718 63
a 2 6614 93
a 2 1414 81
a 2 16386 46
a 2 4942 5
a 2 18546 8
a 2 546 84
a 2 124 81
a 2 282 42
a 2 8258 53
a 2 2322 24
a 2 10474 17
a 2 12644 63
a 2 1572 35
a 2 8806 17
a 2 2380 98
a 2 1444 92
a 2 274 6
a 2 4242 49
a 2 3118 7
a 2 5162 28
a 2 7042 0
a 2 11042 60
a 2 68 88
a 2 652 51
a 2 3122 22
a 2 5122 13
a 2 1162 84
a 2 2254 91
a 2 2096 70
a 2 140 92
a 2 12482 74
a 2 16918 82
a 2 24804 5
a 2 6674 59
a 2 278 1
a 2 328 21
a 2 17954 86
a 2 3910 58
a 2 1096 54
a 2 9666 86
a 2 516 54
a 2 24148 68
a 2 3090 97
a 2 520 67
a 2 5154 31
a 2 8204 83
a 2 12874 95
a 2 20484 3
a 2 9574 43
a 2 16400 57
a 2 1036 10
a 2 17492 38
a 2 19030 66
a 2 14082 49
a 2 778 11
a 2 13188 23
a 2 16642 62
a 2 16970 9
a 2 398 8
a 2 810 65
a 2 2082 32
a 2 322 86
a 2 13314 76
a 2 4392 7
a 2 32390 68
a 2 458 7
a 2 7286 3
a 2 2258 86
a 2 6562 19
a 2 4658 75
a 2 16386 75
a 2 4450 75
a 2 1350 46
a 2 12036 5
a 2 8366 90
a 2 29078 5
a 2 22470 26
a 2 5548 35
a 2 28726 48
a 2 1826 78
a 2 18978 61
a 2 9228 4
a 2 4964 60
a 2 12826 93
a 2 16732 46
a 2 12038 92
a 2 8274 44
a 2 19558 60
a 2 31882 56
a 2 1282 18
a 2 2000 37
a 2 10320 95
a 2 8740 68
a 2 4482 10
a 2 5714 48
a 2 8270 59
a 2 1742 67
a 2 3362 85
a 2 5124 61
a 2 7974 81
a 2 10244 64
a 2 4774 56
a 2 358 85
a 2 16644 97
a 2 17478 42
a 2 30738 35
a 2 10754 67
a 2 17924 77
a 2 4188 56
a 2 6658 77
a 2 20234 48
a 2 4382 5
a 2 3474 73
a 2 12578 94
a 2 2178 77
a 2 8758 20
a 2 20764 30
a 2 4162 80
a 2 16782 6
a 2 4154 54
a 2 1432 53
a 2 7182 23
a 2 1540 88
a 2 4226 60
a 2 14852 39
a 2 17410 72
a 2 604 11
a 2 1030 90
a 2 5036 34
a 2 7706 83
a 2 1810 87
a 2 25678 41
a 2 22884 57
a 2 1612 75
a 2 8646 97
a 2 5138 61
a 2 4418 62
a 2 12610 18
a 2 4620 77
a 2 290 24
a 2 1934 44
a 2 10430 60
a 2 3316 86
a 2 1574 32
a 2 16386 79
a 2 10290 95
a 2 20804 28
a 2 4158 70
a 2 26674 73
a 2 6690 78
a 2 13580 49
a 2 8210 82
a 2 9528 80
a 2 2066 82
a 2 2906 36
a 2 1736 15
a 2 948 33
a 2 4098 97
a 2 16134 12
a 2 26786 29
a 2 28970 95
a 2 214 82
a 2 4612 60
a 2 1124 69
a 2 6146 97
a 2 84 19
a 2 29454 65
a 2 28 93
a 2 2138 48
a 2 5894 2
a 2 18438 16
a 2 12584 44
a 2 1794 63
a 2 4626 99
a 2 25426 29
a 2 1614 49
a 2 16682 75
a 2 20772 49
a 2 66 81
a 2 19182 65
a 2 40 83
a 2 17666 98
a 2 17046 83
a 2 1136 88
a 2 4258 34
a 2 244 37
a 2 2362 51
a 2 278 33
a 2 8280 43
a 2 392 6
a 2 3640 23
a 2 27202 31
a 2 278 80
a 2 14360 14
a 2 24614 24
a 2 792 72
a 2 42 82
a 2 8718 89
a 2 3002 76
a 2 16674 81
a 2 9872 0
a 2 298 83
a 2 12594 78
a 2 14676 90
a 2 17686 59
a 2 8580 62
a 2 25986 60
a 2 8754 56
a 2 26570 15
a 2 2444 12
a 2 3658 60
a 2 1620 3
a 2 10466 92
a 2 984 4
a 2 838 34
a 2 18530 47
a 2 9186 56
a 2 1350 92
a 2 16430 83
a 2 4286 76
a 2 3922 85
a 2 5930 98
a 2 16454 19
a 2 1938 98
a 2 25514 85
a 2 16580 64
a 2 22650 15
a 2 9250 23
a 2 12680 23
a 2 17458 26
a 2 1586 98
a 2 4654 53
a 2 1878 94
a 2 5360 46
a 2 15444 84
a 2 24782 80
a 2 4432 92
a 2 9816 78
a 2 11194 7
a 2 17460 93
a 2 4354 22
a 2 26666 35
a 2 1038 73
a 2 1794 83
a 2 17192 53
a 2 3540 59
a 2 11522 55
a 2 16756 55
a 2 4644 56
a 2 12322 37
a 2 1090 93
a 2 5740 96
a 2 5250 97
a 2 30242 98
a 2 24866 81
a 2 5044 59
a 2 786 97
a 2 7840 3
a 2 8962 30
a 2 1388 83
a 2 290 40
a 2 17010 98
a 2 2722 35
a 2 4 72
a 2 6194 43
a 2 6952 0
a 2 4948 8
a 2 16786 20
a 2 24584 84
a 2 11684 87
a 2 1094 30
a 2 18646 58
a 2 13462 37
a 2 18950 76
a 2 22 91
a 2 8524 71
a 2 21508 79
a 2 2530 72
a 2 15106 93
a 2 3894 97
a 2 5122 32
a 2 1620 25
a 2 26698 89
a 2 11412 39
a 2 1682 97
a 2 17094 58
a 2 16454 77
a 2 11402 88
a 2 18306 49
a 2 1198 29
a 2 5780 7
a 2 452 43
a 2 18436 15
a 2 31106 56
a 2 4614 75
a 2 290 46
a 2 50 94
a 2 626 34
a 2 1190 85
a 2 258 90
a 2 5186 24
a 2 23300 84
a 2 580 95
a 2 1734 89
a 2 2244 70
a 2 4066 19
a 2 2120 64
a 2 16426 97
a 2 19522 54
a 2 2136 22
a 2 2378 80
a 2 26754 92
a 2 15974 27
a 2 19700 10
a 2 5132 28
a 2 132 90
a 2 1054 61
a 2 17368 93
a 2 31534 36
a 2 120 11
a 2 20578 92
a 2 18438 47
a 2 452 56
a 2 2482 61
a 2 152 61
a 2 4226 62
a 2 84 92
a 2 8266 95
a 2 25252 79
a 2 1362 34
a 2 13452 35
a 2 16966 91
a 2 13462 63
a 2 4328 82
a 2 9914 69
a 2 12500 54
a 2 526 68
a 2 12530 23
a 2 10542 75
a 2 834 16
a 2 5638 95
a 2 8850 62
a 2 15380 9
a 2 560 97
a 2 10276 75
a 2 9936 83
a 2 9730 72
a 2 1092 55
a 2 20114 51
a 2 22086 15
a 2 21520 43
a 2 234 63
a 2 10760 18
a 2 2778 52
a 2 18442 56
a 2 17014 68
a 2 18690 35
a 2 74 92
a 2 18448 6
a 2 18522 18
a 2 770 60
a 2 4130 50
a 2 900 23
a 2 4 79
a 2 3076 91
a 2 8674 13
a 2 8478 18
a 2 2130 90
a 2 4284 67
a 2 23570 79
a 2 8484 61
a 2 10440 43
a 2 24586 99
a 2 8236 1
a 2 4338 56
a 2 12380 15
a 2 3708 1
a 2 20740 92
a 2 13450 63
a 2 12164 55
a 2 2146 79
a 2 524 59
a 2 18434 76
a 2 24596 52
a 2 1122 40
a 2 9720 69
a 2 12460 70
a 2 4262 1
a 2 20592 42
a 2 276 83
a 2 21218 90
a 2 16642 68
a 2 178 79
a 2 70 94
a 2 1514 4
a 2 17518 6
a 2 20498 38
a 2 22530 75
a 2 20484 15
a 2 9714 79
a 2 28162 76
a 2 16646 23
a 2 10786 19
a 2 4754 78
a 2 404 4
a 2 14670 55
a 2 4372 68
a 2 25998 86
a 2 18500 47
a 2 2754 4
a 2 486 90
a 2 4150 88
a 2 16456 86
a 2 19494 88
a 2 23098 32
a 2 8842 76
a 2 17028 45
a 2 2224 92
a 2 16420 62
a 2 14608 49
a 2 4446 1
a 2 4180 53
a 2 25186 97
a 2 8708 30
a 2 2630 80
a 2 13652 50
a 2 29186 79
a 2 9870 45
a 2 44 71
a 2 27214 94
a 2 28706 62
a 2 4106 94
a 2 12108 41
a 2 2084 85
a 2 27442 65
a 2 4102 21
a 2 4548 91
a 2 4630 87
a 2 2650 11
a 2 2192 86
a 2 7304 58
a 2 2060 65
a 2 10394 79
a 2 5396 27
a 2 2106 33
a 2 3418 23
a 2 6190 23
a 2 280 91
a 2 19504 98
a 2 4802 31
a 2 7516 52
a 2 17180 83
a 2 25002 17
a 2 16650 52
a 2 6342 69
a 2 6818 46
a 2 20616 64
a 2 20662 76
a 2 580 99
a 2 2066 96
a 2 3080 10
a 2 4 80
a 2 30214 87
a 2 25704 75
a 2 16666 26
a 2 5266 9
a 2 4740 94
a 2 10790 58
a 2 196 59
a 2 64 41
a 2 9326 30
a 2 540 20
a 2 4668 31
a 2 4206 80
a 2 8970 88
a 2 18958 78
a 2 23298 68
a 2 1734 90
a 2 29616 5
a 2 19866 54
a 2 354 54
a 2 10786 84
a 2 16524 17
a 2 12418 88
a 2 150 66
a 2 3620 59
a 2 2318 73
a 2 8502 92
a 2 1098 2
a 2 714 9
a 2 7944 90
a 2 16464 28
a 2 334 26
a 2 16742 79
a 2 1734 97
a 2 2 96
a 2 1924 48
a 2 16162 27
a 2 18458 71
a 2 7186 1
a 2 2886 30
a 2 9610 76
a 2 23580 69
a 2 9990 39
a 2 1610 74
a 2 22658 34
a 2 3500 59
a 2 16394 39
a 2 96 78
a 2 366 46
a 2 9994 64
a 2 582 61
a 2 4274 75
a 2 12550 19
a 2 21506 68
a 2 8214 43
a 2 390 84
a 2 8504 88
a 2 10246 65
a 2 8348 85
a 2 20514 17
a 2 19042 82
a 2 8724 73
a 2 964 84
a 2 1298 94
a 2 578 91
a 2 3014 52
a 2 2114 80
a 2 156 96
a 2 21518 3
a 2 12298 64
a 2 10340 78
a 2 8868 28
a 2 3718 50
a 2 22638 73
a 2 558 16
a 2 100 64
a 2 8242 85
a 2 1538 88
a 2 14594 83
a 2 274 72
a 2 7234 92
a 2 2332 17
a 2 4130 86
a 2 170 88
a 2 886 62
a 2 20500 38
a 2 2234 27
a 2 5702 0
a 2 2064 40
a 2 4882 3
a 2 8546 99
a 2 19778 67
a 2 386 8
a 2 570 85
a 2 4230 35
a 2 8394 87
a 2 4522 55
a 2 8258 91
a 2 2218 25
a 2 3818 44
a 2 25122 6
a 2 10292 41
a 2 2580 25
a 2 4174 93
a 2 27522 47
a 2 17538 49
a 2 19650 11
a 2 23678 29
a 2 12342 86
a 2 11440 36
a 2 6338 80
a 2 11298 66
a 2 29716 67
a 2 24578 68
a 2 348 9
a 2 4618 78
a 2 1132 35
a 2 12610 63
a 2 6402 80
a 2 4772 58
a 2 16414 44
a 2 15172 85
a 2 4742 80
a 2 6492 4
a 2 6080 67
a 2 12226 94
a 2 22630 58
a 2 1220 45
a 2 9298 84
a 2 25668 65
a 2 794 39
a 2 8710 36
a 2 6418 27
a 2 30 46
a 2 3334 86
a 2 28722 92
a 2 5006 82
a 2 8538 79
a 2 4886 80
a 2 4138 74
a 2 10662 6
a 2 16470 85
a 2 806 40
a 2 9230 94
a 2 16692 24
a 2 324 42
a 2 3106 93
a 2 26174 85
a 2 16782 62
a 2 24676 18
a 2 6258 70
a 2 2220 0
a 2 7460 90
a 2 3010 98
a 2 9770 44
a 2 3146 68
a 2 3218 20
a 2 5460 82
a 2 19214 65
a 2 434 53
a 2 7186 90
a 2 21314 27
a 2 12932 40
a 2 682 20
a 2 17742 56
a 2 4834 59
a 2 8548 4
a 2 12846 73
a 2 24636 61
a 2 412 53
a 2 96 99
a 2 5122 75
a 2 5008 42
a 2 23108 72
a 2 1052 76
a 2 8396 53
a 2 4112 85
a 2 3780 32
a 2 6308 36
a 2 8594 50
a 2 4614 81
a 2 1546 99
a 2 4198 58
a 2 8386 54
a 2 1170 85
a 2 8264 23
a 2 2506 40
a 2 3202 15
a 2 4646 24
a 2 15434 27
a 2 446 6
a 2 11274 96
a 2 25614 30
a 2 2076 55
a 2 186 50
a 2 120 60
a 2 29204 27
a 2 1608 20
a 2 28676 97
a 2 4258 70
a 2 16450 2
a 2 1082 42
a 2 11778 99
a 2 24858 69
a 2 4520 90
a 2 8470 76
a 2 16484 87
a 2 8868 55
a 2 212 61
a 2 5166 90
a 2 6670 80
a 2 18436 35
a 2 70 99
a 2 10246 84
a 2 9506 85
a 2 1040 81
a 2 22862 44
a 2 16390 92
a 2 16546 76
a 2 6210 69
a 2 178 86
a 2 4298 23
a 2 2372 73
a 2 12648 66
a 2 3282 32
a 2 10258 49
a 2 4390 43
a 2 166 97
a 2 23838 99
a 2 4358 56
a 2 4898 61
a 2 9158 0
a 2 12834 69
a 2 738 17
a 2 8454 74
a 2 2064 60
a 2 24774 52
a 2 16404 32
a 2 12472 79
a 2 23564 81
a 2 332 94
a 2 16922 77
a 2 6762 68
a 2 13228 24
a 2 526 96
a 2 4632 62
a 2 7266 16
a 2 12406 57
a 2 1224 92
a 2 5350 23
a 2 4380 1
a 2 9224 79
a 2 24998 89
a 2 4708 78
a 2 18580 68
a 2 5642 90
a 2 4778 28
a 2 890 87
a 2 19458 78
a 2 9302 63
a 2 23578 95
a 2 46 98
a 2 1608 89
a 2 18570 90
a 2 452 80
a 2 32074 47
a 2 1110 71
a 2 16696 76
a 2 1582 52
a 2 1164 16
a 2 146 98
a 2 6948 43
a 2 9034 6
a 2 9402 53
a 2 4354 70
a 2 9004 86
a 2 168 69
a 2 1894 17
a 2 5286 97
a 2 10020 39
a 2 20518 65
a 2 16770 82
a 2 772 89
a 2 17922 72
a 2 5548 83
a 2 1316 12
a 2 9046 1
a 2 10892 57
a 2 4370 93
a 2 5134 98
a 2 18198 78
a 2 9502 82
a 2 11338 86
a 2 4506 50
a 2 19510 38
a 2 17604 77
a 2 10664 35
a 2 4392 24
a 2 6666 54
a 2 3154 39
a 2 682 23
a 2 18032 26
a 2 12582 30
a 2 682 54
a 2 18644 7
a 2 130 94
a 2 1286 79
a 2 7062 35
a 2 406 41
a 2 114 61
a 2 622 5
a 2 3170 97
a 2 11180 72
a 2 6870 77
a 2 5162 35
a 2 3636 14
a 2 18756 67
a 2 1218 57
a 2 5636 18
a 2 174 82
a 2 17030 94
a 2 8214 99
a 2 8996 17
a 2 5672 5
a 2 2600 26
a 2 2760 15
a 2 68 94
a 2 1988 70
a 2 34 98
a 2 16910 91
a 2 14614 25
a 2 9510 85
a 2 20378 10
a 2 2276 36
a 2 9994 90
a 2 2820 69
a 2 342 87
a 2 3202 58
a 2 76 67
a 2 4392 52
a 2 19982 67
a 2 10374 97
a 2 8578 92
a 2 1446 50
a 2 26894 74
a 2 10226 22
a 2 20018 31
a 2 5790 3
a 2 2312 95
a 2 4228 82
a 2 10826 42
a 2 20716 69
a 2 2092 22
a 2 29698 93
a 2 17168 95
a 2 18466 93
a 2 5570 11
a 2 17548 23
a 2 4680 40
a 2 4102 39
a 2 10470 38
a 2 2444 67
a 2 11302 63
a 2 364 48
a 2 8962 37
a 2 25572 63
a 2 11082 79
a 2 10418 63
a 2 15108 51
a 2 14746 40
a 2 8464 0
a 2 18732 59
a 2 17116 0
a 2 10428 91
a 2 11430 57
a 2 292 89
a 2 1928 0
a 2 6846 13
a 2 4482 61
a 2 1316 21
a 2 12318 11
a 2 16610 39
a 2 5254 99
a 2 17614 26
a 2 16514 86
a 2 274 80
a 2 16618 94
a 2 26642 73
a 2 2338 68
a 2 16450 15
a 2 2100 78
a 2 17508 37
a 2 14346 96
a 2 1522 35
a 2 10658 85
a 2 1046 77
a 2 17458 95
a 2 22544 86
a 2 558 87
a 2 292 90
a 2 2158 4
a 2 4294 68
a 2 11074 80
a 2 18594 22
